Date,Budget Profit,Budget COGS,Budget Margin,Budget Sales,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Espresso,Herbal Tea,Tea,Regular,East,South,West,Small Market,Colorado,Connecticut,Florida,Illinois,Iowa,Louisiana,Massachusetts,Missouri,Nevada,New Hampshire,New Mexico,New York,Ohio,Oklahoma,Oregon,Texas,Utah,Washington,Wisconsin
2011-10-01,30.0,30.0,70.0,100.0,-16.0,65.0,124.0,51.0,76.0,46.0,542.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-01,20.0,40.0,50.0,90.0,19.0,67.0,129.0,54.0,54.0,20.0,337.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-01,20.0,30.0,50.0,80.0,15.0,64.0,114.0,51.0,49.0,19.0,419.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-01,10.0,30.0,40.0,70.0,9.0,57.0,109.0,45.0,51.0,17.0,409.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-01,10.0,30.0,40.0,70.0,10.0,57.0,110.0,46.0,50.0,17.0,422.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,30.0,30.0,40.0,70.0,30.0,42.0,70.0,29.0,19.0,8.0,835.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-01,100.0,140.0,160.0,300.0,129.0,155.0,330.0,155.0,68.0,43.0,1280.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-01,10.0,40.0,50.0,90.0,-5.0,41.0,74.0,33.0,46.0,12.0,193.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-04-01,10.0,40.0,50.0,90.0,-2.0,44.0,79.0,35.0,46.0,13.0,197.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-07-01,20.0,40.0,60.0,100.0,-1.0,46.0,82.0,36.0,47.0,13.0,252.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-10-01,30.0,40.0,60.0,100.0,-2.0,43.0,77.0,34.0,45.0,12.0,240.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-11-01,10.0,30.0,50.0,80.0,-4.0,41.0,74.0,33.0,45.0,12.0,243.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-12-01,20.0,40.0,60.0,100.0,1.0,49.0,88.0,39.0,48.0,14.0,250.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-01-01,10.0,40.0,50.0,90.0,-5.0,42.0,85.0,34.0,47.0,12.0,197.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-07-01,20.0,40.0,60.0,100.0,-1.0,46.0,81.0,36.0,44.0,13.0,252.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-08-01,20.0,40.0,60.0,100.0,1.0,48.0,85.0,38.0,44.0,14.0,248.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-09-01,20.0,50.0,60.0,110.0,3.0,51.0,97.0,40.0,49.0,15.0,244.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-11-01,10.0,30.0,50.0,80.0,-6.0,41.0,79.0,33.0,45.0,12.0,243.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-01-01,20.0,30.0,40.0,70.0,4.0,34.0,62.0,28.0,30.0,8.0,965.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-04-01,20.0,30.0,40.0,70.0,4.0,33.0,61.0,28.0,29.0,8.0,964.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-05-01,30.0,30.0,50.0,80.0,6.0,37.0,68.0,31.0,31.0,9.0,976.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-06-01,20.0,40.0,40.0,80.0,8.0,38.0,70.0,32.0,30.0,9.0,996.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-07-01,30.0,40.0,50.0,90.0,9.0,41.0,75.0,34.0,32.0,10.0,1010.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-10-01,50.0,30.0,60.0,90.0,7.0,37.0,68.0,31.0,30.0,9.0,1000.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-11-01,20.0,30.0,40.0,70.0,5.0,35.0,64.0,29.0,30.0,8.0,1003.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-01,20.0,30.0,40.0,70.0,9.0,35.0,67.0,28.0,29.0,8.0,961.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-03-01,20.0,30.0,40.0,70.0,9.0,35.0,67.0,28.0,29.0,8.0,958.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-05-01,30.0,30.0,50.0,80.0,8.0,37.0,67.0,31.0,29.0,9.0,976.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-10-01,50.0,30.0,60.0,90.0,10.0,37.0,72.0,31.0,30.0,9.0,1000.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-12-01,30.0,30.0,50.0,80.0,12.0,38.0,74.0,31.0,30.0,9.0,1009.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-02-01,20.0,10.0,30.0,40.0,10.0,27.0,45.0,18.0,17.0,5.0,818.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-03-01,20.0,10.0,30.0,40.0,10.0,27.0,45.0,18.0,17.0,5.0,816.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-05-01,20.0,10.0,30.0,40.0,13.0,29.0,49.0,20.0,16.0,5.0,829.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-06-01,20.0,20.0,30.0,50.0,18.0,35.0,58.0,23.0,17.0,6.0,843.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-07-01,20.0,20.0,30.0,50.0,17.0,36.0,61.0,25.0,19.0,7.0,854.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-08-01,30.0,20.0,40.0,60.0,19.0,38.0,63.0,25.0,19.0,7.0,851.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-09-01,20.0,10.0,30.0,40.0,12.0,29.0,48.0,19.0,17.0,5.0,848.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-11-01,10.0,10.0,20.0,30.0,9.0,24.0,39.0,15.0,15.0,4.0,848.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-12-01,10.0,10.0,20.0,30.0,10.0,25.0,41.0,16.0,15.0,4.0,851.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-01-01,20.0,10.0,30.0,40.0,16.0,27.0,50.0,18.0,18.0,5.0,821.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-01,20.0,10.0,30.0,40.0,15.0,27.0,48.0,18.0,17.0,5.0,818.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-05-01,20.0,10.0,30.0,40.0,18.0,29.0,49.0,20.0,15.0,5.0,829.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-10-01,20.0,10.0,20.0,30.0,21.0,31.0,55.0,21.0,17.0,5.0,846.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-11-01,10.0,10.0,20.0,30.0,13.0,24.0,42.0,15.0,15.0,4.0,848.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-12-01,10.0,10.0,20.0,30.0,15.0,25.0,44.0,16.0,15.0,4.0,851.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-01-01,20.0,10.0,30.0,40.0,11.0,26.0,43.0,17.0,15.0,4.0,777.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-02-01,20.0,10.0,30.0,40.0,11.0,28.0,47.0,19.0,17.0,5.0,774.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-03-01,10.0,10.0,20.0,30.0,10.0,25.0,41.0,16.0,15.0,4.0,772.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-04-01,20.0,10.0,30.0,40.0,10.0,26.0,43.0,17.0,16.0,4.0,776.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-05-01,20.0,10.0,30.0,40.0,13.0,29.0,49.0,20.0,16.0,5.0,784.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-11-01,20.0,20.0,30.0,50.0,17.0,34.0,56.0,22.0,17.0,6.0,802.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-03-01,10.0,10.0,20.0,30.0,15.0,25.0,44.0,16.0,15.0,4.0,772.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-04-01,20.0,10.0,30.0,40.0,15.0,26.0,46.0,17.0,16.0,4.0,776.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-06-01,20.0,20.0,30.0,50.0,21.0,32.0,53.0,21.0,16.0,5.0,798.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-07-01,20.0,10.0,30.0,40.0,17.0,29.0,49.0,20.0,16.0,5.0,808.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-08-01,20.0,20.0,30.0,50.0,23.0,35.0,57.0,23.0,17.0,6.0,806.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-09-01,20.0,20.0,30.0,50.0,25.0,35.0,62.0,23.0,18.0,6.0,803.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-10-01,30.0,10.0,30.0,40.0,25.0,35.0,62.0,23.0,18.0,6.0,800.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-11-01,20.0,20.0,30.0,50.0,25.0,34.0,60.0,22.0,17.0,6.0,802.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-12-01,20.0,20.0,30.0,50.0,25.0,35.0,62.0,23.0,18.0,6.0,807.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-05-01,120.0,100.0,170.0,270.0,121.0,185.0,312.0,127.0,64.0,40.0,671.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-09-01,120.0,100.0,160.0,260.0,115.0,176.0,298.0,122.0,61.0,39.0,801.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-12-01,120.0,120.0,170.0,290.0,122.0,185.0,312.0,127.0,63.0,40.0,830.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-01-01,90.0,80.0,120.0,200.0,134.0,139.0,262.0,95.0,56.0,30.0,608.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-01,110.0,80.0,140.0,220.0,140.0,150.0,271.0,104.0,56.0,33.0,596.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-03-01,110.0,90.0,140.0,230.0,151.0,158.0,285.0,109.0,56.0,34.0,585.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-04-01,110.0,100.0,160.0,260.0,171.0,178.0,321.0,123.0,63.0,39.0,611.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-10-01,130.0,90.0,150.0,240.0,169.0,176.0,318.0,122.0,62.0,39.0,789.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-11-01,100.0,100.0,150.0,250.0,159.0,165.0,296.0,113.0,58.0,36.0,803.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-12-01,120.0,120.0,170.0,290.0,181.0,185.0,332.0,127.0,63.0,40.0,830.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-01-01,20.0,10.0,30.0,40.0,11.0,26.0,43.0,17.0,15.0,4.0,777.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-01-01,40.0,30.0,50.0,80.0,29.0,48.0,80.0,32.0,19.0,8.0,456.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-01,20.0,20.0,30.0,50.0,16.0,32.0,53.0,21.0,16.0,5.0,454.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-01,20.0,20.0,30.0,50.0,22.0,32.0,56.0,21.0,17.0,5.0,449.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,20.0,20.0,30.0,50.0,17.0,29.0,49.0,20.0,16.0,5.0,464.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-01,20.0,10.0,30.0,40.0,12.0,25.0,41.0,16.0,15.0,4.0,484.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-01,30.0,20.0,30.0,50.0,22.0,32.0,56.0,21.0,17.0,5.0,480.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-01,-10.0,60.0,60.0,120.0,-23.0,63.0,126.0,63.0,86.0,57.0,435.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-01,10.0,40.0,60.0,100.0,-4.0,67.0,110.0,44.0,65.0,40.0,543.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-01,30.0,40.0,60.0,100.0,18.0,73.0,132.0,59.0,55.0,22.0,331.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,20.0,30.0,50.0,80.0,12.0,64.0,115.0,51.0,52.0,19.0,396.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-01,20.0,30.0,30.0,60.0,13.0,66.0,120.0,54.0,53.0,20.0,404.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-01,30.0,40.0,60.0,100.0,26.0,72.0,145.0,58.0,58.0,22.0,338.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-01,30.0,40.0,60.0,100.0,24.0,71.0,137.0,58.0,55.0,22.0,325.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-01,20.0,30.0,50.0,80.0,17.0,64.0,114.0,51.0,48.0,19.0,396.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-01,40.0,30.0,50.0,80.0,26.0,45.0,75.0,30.0,19.0,8.0,820.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,30.0,20.0,40.0,60.0,19.0,36.0,60.0,24.0,17.0,6.0,856.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-01,40.0,30.0,50.0,80.0,45.0,48.0,90.0,32.0,20.0,8.0,821.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-01,100.0,140.0,160.0,300.0,87.0,155.0,310.0,155.0,68.0,43.0,1280.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-01,120.0,140.0,160.0,300.0,92.0,161.0,322.0,161.0,69.0,45.0,1267.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,100.0,140.0,150.0,290.0,116.0,149.0,295.0,149.0,60.0,41.0,1156.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-01,60.0,70.0,100.0,170.0,93.0,119.0,210.0,78.0,56.0,25.0,798.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-01,30.0,90.0,130.0,220.0,17.0,132.0,227.0,95.0,115.0,86.0,554.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-01,40.0,80.0,130.0,210.0,17.0,129.0,221.0,92.0,112.0,83.0,599.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,70.0,80.0,110.0,190.0,86.0,117.0,202.0,87.0,51.0,28.0,472.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,30.0,30.0,50.0,80.0,48.0,62.0,109.0,48.0,25.0,15.0,599.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-01,20.0,20.0,30.0,50.0,25.0,39.0,68.0,30.0,20.0,9.0,581.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-01,20.0,30.0,30.0,60.0,24.0,70.0,134.0,56.0,54.0,21.0,385.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-01,40.0,60.0,70.0,130.0,68.0,96.0,175.0,81.0,44.0,25.0,1046.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-01,40.0,30.0,50.0,80.0,28.0,48.0,80.0,32.0,20.0,8.0,817.0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-01,80.0,90.0,120.0,210.0,47.0,92.0,170.0,78.0,45.0,24.0,965.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-08-01,40.0,60.0,70.0,130.0,24.0,60.0,110.0,50.0,36.0,15.0,1064.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-09-01,70.0,70.0,100.0,170.0,33.0,74.0,136.0,62.0,41.0,19.0,1059.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-11-01,50.0,80.0,90.0,170.0,39.0,81.0,150.0,69.0,42.0,21.0,1060.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-01-01,80.0,90.0,120.0,210.0,73.0,92.0,190.0,78.0,47.0,24.0,965.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-02-01,70.0,90.0,110.0,200.0,68.0,90.0,176.0,75.0,44.0,23.0,956.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-04-01,70.0,90.0,110.0,200.0,70.0,91.0,178.0,76.0,44.0,23.0,965.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-07-01,60.0,70.0,90.0,160.0,44.0,72.0,131.0,60.0,37.0,18.0,1070.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-03-01,60.0,60.0,90.0,150.0,26.0,71.0,124.0,53.0,45.0,17.0,299.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-06-01,50.0,50.0,80.0,130.0,19.0,62.0,108.0,46.0,43.0,15.0,367.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-07-01,40.0,50.0,70.0,120.0,16.0,57.0,100.0,43.0,41.0,14.0,388.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-12-01,50.0,50.0,80.0,130.0,21.0,65.0,114.0,49.0,44.0,16.0,392.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-03-01,60.0,60.0,90.0,150.0,39.0,71.0,132.0,53.0,45.0,17.0,299.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-09-01,50.0,60.0,80.0,140.0,33.0,65.0,120.0,48.0,43.0,15.0,380.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-01-01,70.0,100.0,130.0,230.0,39.0,105.0,190.0,85.0,66.0,32.0,494.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-09-01,50.0,80.0,100.0,180.0,24.0,83.0,150.0,67.0,59.0,25.0,599.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-11-01,60.0,90.0,120.0,210.0,38.0,102.0,184.0,82.0,64.0,31.0,601.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-01-01,70.0,100.0,130.0,230.0,61.0,105.0,213.0,85.0,69.0,32.0,494.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-04-01,70.0,100.0,120.0,220.0,50.0,98.0,190.0,80.0,64.0,30.0,494.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-08-01,60.0,90.0,110.0,200.0,37.0,88.0,159.0,72.0,57.0,27.0,606.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-12-01,50.0,80.0,100.0,180.0,39.0,85.0,163.0,68.0,59.0,25.0,619.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-05-01,10.0,20.0,30.0,50.0,-3.0,42.0,76.0,34.0,45.0,12.0,182.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-11-01,0.0,20.0,30.0,50.0,-3.0,42.0,76.0,34.0,45.0,12.0,211.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-04-01,10.0,10.0,30.0,40.0,-12.0,36.0,69.0,29.0,44.0,11.0,169.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-05-01,10.0,20.0,30.0,50.0,-4.0,42.0,75.0,34.0,42.0,12.0,182.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-02-01,40.0,40.0,60.0,100.0,35.0,63.0,112.0,49.0,28.0,16.0,617.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-03-01,40.0,40.0,60.0,100.0,34.0,62.0,110.0,48.0,28.0,15.0,611.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-04-01,50.0,40.0,70.0,110.0,37.0,67.0,119.0,52.0,30.0,17.0,605.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-07-01,40.0,40.0,60.0,100.0,32.0,60.0,106.0,46.0,28.0,15.0,587.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-08-01,60.0,70.0,90.0,160.0,62.0,99.0,176.0,77.0,37.0,25.0,581.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-10-01,110.0,80.0,130.0,210.0,87.0,133.0,236.0,103.0,46.0,33.0,564.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
